country,year,index,,,
France,1997,0.072476316,,,
France,1998,0.065329538,,,
France,1999,0.160057877,,,
France,2000,0.099173411,,,
France,2001,0.046473273,,,
France,2002,0.038634011,,,
France,2003,0.030005019,,,
France,2004,0.034320691,,,
France,2005,0.038124255,,,
France,2006,0.054360374,,,
France,2007,0.041943503,,,
France,2008,0.022939018,,,
France,2009,0.011198946,,,
France,2010,0.015512266,,,
France,2011,0.015365613,,,
France,2012,0.019315829,,,
France,2013,0.026711211,,,
France,2014,0.030023057,,,
France,2015,0.034122279,,,
France,2016,0.03016971,,,
France,2017,0.011214631,,,
France,2018,0.038354037,,,
Germany,1985,0.201094015,,,
Germany,1986,0.115457369,,,
Germany,1987,0.099156158,,,
Germany,1988,0.137524311,,,
Germany,1989,0.175765418,,,
Germany,1990,0.06899978,,,
Germany,1991,0.061624788,,,
Germany,1992,0.064686461,,,
Germany,1993,0.049652582,,,
Germany,1994,0.022907648,,,
Germany,1995,0.030532813,,,
Germany,1996,0.056389203,,,
Germany,1997,0.044991844,,,
Germany,1998,0.045519637,,,
Germany,1999,0.034467344,,,
Germany,2000,0.061460098,,,
Germany,2001,0.046421513,,,
Germany,2002,0.04138434,,,
Germany,2003,0.034352061,,,
Germany,2004,0.018955079,,,
Germany,2005,0.041237687,,,
Germany,2006,0.042651672,,,
Germany,2007,0.046421513,,,
Germany,2008,0.022758642,,,
Germany,2009,0.022413577,,,
Germany,2010,0.019300144,,,
Germany,2011,0.027633478,,,
Germany,2012,0.01984127,,,
Germany,2013,0.030697503,,,
Germany,2014,0.036890646,,,
Germany,2015,0.042437575,,,
Germany,2016,0.03069515,,,
Germany,2017,0.026760619,,,
Germany,2018,0.034681442,,,
Greece,2000,0.054012956,,,
Greece,2001,0.054227053,,,
Greece,2002,0.045715697,,,
Greece,2003,0.026235178,,,
Greece,2004,0.030352437,,,
Greece,2005,0.034879854,,,
Greece,2006,0.04319515,,,
Greece,2007,0.035042192,,,
Greece,2008,0.02621714,,,
Greece,2009,0.022923333,,,
Greece,2010,0.011379321,,,
Greece,2011,0,,,
Greece,2012,0.003787879,,,
Greece,2013,0.011034256,,,
Greece,2014,0.011922799,,,
Greece,2015,0.030844156,,,
Greece,2016,0.061703996,,,
Greece,2017,0.091232982,,,
Greece,2018,0.011379321,,,
Ireland,1985,0.414850367,,,
Ireland,1986,0.385386473,,,
Ireland,1987,0.126395163,,,
Ireland,1988,0.095183198,,,
Ireland,1989,0.103485162,,,
Ireland,1990,0.122701393,,,
Ireland,1991,0.214103771,,,
Ireland,1992,0.197473179,,,
Ireland,1993,0.075854037,,,
Ireland,1994,0.046209768,,,
Ireland,1995,0.074054991,,,
Ireland,1996,0.097608853,,,
Ireland,1997,0.04611017,,,
Ireland,1998,0.053077357,,,
Ireland,1999,0.049305163,,,
Ireland,2000,0.027435065,,,
Ireland,2001,0.034153648,,,
Ireland,2002,0.041731759,,,
Ireland,2003,0.033628208,,,
Ireland,2004,0.018774704,,,
Ireland,2005,0.007591442,,,
Ireland,2006,0.027139406,,,
Ireland,2007,0.038286593,,,
Ireland,2008,0.033463517,,,
Ireland,2009,0.01500251,,,
Ireland,2010,0.018955079,,,
Ireland,2011,0,,,
Ireland,2012,0.011904762,,,
Ireland,2013,0.01533189,,,
Ireland,2014,0.030383807,,,
Ireland,2015,0.015512266,,,
Ireland,2016,0.026711211,,,
Ireland,2017,0.019333867,,,
Ireland,2018,0.041927819,,,
Italy,1992,0.049668267,,,
Italy,1993,0.027304097,,,
Italy,1994,0.034843779,,,
Italy,1995,0.022939018,,,
Italy,1996,0.02997365,,,
Italy,1997,0.033628208,,,
Italy,1998,0.022233202,,,
Italy,1999,0.011034256,,,
Italy,2000,0.011758109,,,
Italy,2001,0.050915208,,,
Italy,2002,0.045535322,,,
Italy,2003,0.034171686,,,
Italy,2004,0.037400402,,,
Italy,2005,0.045715697,,,
Italy,2006,0.046637963,,,
Italy,2007,0.038286593,,,
Italy,2008,0.025872075,,,
Italy,2009,0.033957588,,,
Italy,2010,0.038451283,,,
Italy,2011,0.011544012,,,
Italy,2012,0.01552795,,,
Italy,2013,0.018955079,,,
Italy,2014,0.030187747,,,
Italy,2015,0.034467344,,,
Italy,2016,0.02621714,,,
Italy,2017,0.030762595,,,
Italy,2018,0.030185394,,,
Japan,1985,0.543869597,,,
Japan,1986,0.455387728,,,
Japan,1987,0.18299611,,,
Japan,1988,0.134802999,,,
Japan,1989,0.080629274,,,
Japan,1990,0.022593952,,,
Japan,1991,0.090247192,,,
Japan,1992,0.064704498,,,
Japan,1993,0.050538773,,,
Japan,1994,0.087544702,,,
Japan,1995,0.041386693,,,
Japan,1996,0.075867369,,,
Japan,1997,0.127478982,,,
Japan,1998,0.088103865,,,
Japan,1999,0.100109794,,,
Japan,2000,0.105903758,,,
Japan,2001,0.105759458,,,
Japan,2002,0.107371855,,,
Japan,2003,0.12252337,,,
Japan,2004,0.068623345,,,
Japan,2005,0.093700201,,,
Japan,2006,0.068623345,,,
Japan,2007,0.076841395,,,
Japan,2008,0.094380137,,,
Japan,2009,0.130528107,,,
Japan,2010,0.088103865,,,
Japan,2011,0.084300301,,,
Japan,2012,0.041731759,,,
Japan,2013,0.09765826,,,
Japan,2014,0.105926501,,,
Japan,2015,0.084825742,,,
Japan,2016,0.061539306,,,
Japan,2017,0.094824801,,,
Japan,2018,0.122245749,,,
Netherlands,1988,0.166007905,,,
Netherlands,1989,0.118523747,,,
Netherlands,1990,0.085795062,,,
Netherlands,1991,0.050065092,,,
Netherlands,1992,0.060357457,,,
Netherlands,1993,0.049634544,,,
Netherlands,1994,0.034302654,,,
Netherlands,1995,0.057309116,,,
Netherlands,1996,0.083824268,,,
Netherlands,1997,0.049683951,,,
Netherlands,1998,0.069744024,,,
Netherlands,1999,0.064801744,,,
Netherlands,2000,0.096241138,,,
Netherlands,2001,0.057834557,,,
Netherlands,2002,0.026564559,,,
Netherlands,2003,0.033447832,,,
Netherlands,2004,0.030154025,,,
Netherlands,2005,0.049683951,,,
Netherlands,2006,0.031272351,,,
Netherlands,2007,0.046256823,,,
Netherlands,2008,0.037975249,,,
Netherlands,2009,0.0303344,,,
Netherlands,2010,0.026744934,,,
Netherlands,2011,0.027071962,,,
Netherlands,2012,0.015873016,,,
Netherlands,2013,0.022578267,,,
Netherlands,2014,0.033991311,,,
Netherlands,2015,0.034336376,,,
Netherlands,2016,0.034318339,,,
Netherlands,2017,0.026925309,,,
Netherlands,2018,0.030005019,,,
New Zealand,1992,0.118900182,,,
New Zealand,1993,0.094775394,,,
New Zealand,1994,0.112946233,,,
New Zealand,1995,0.100655625,,,
New Zealand,1996,0.121452099,,,
New Zealand,1997,0.05347183,,,
New Zealand,1998,0.083759176,,,
New Zealand,1999,0.084119926,,,
New Zealand,2000,0.131513112,,,
New Zealand,2001,0.112427066,,,
New Zealand,2002,0.14258109,,,
New Zealand,2003,0.097426909,,,
New Zealand,2004,0.11358382,,,
New Zealand,2005,0.115753027,,,
New Zealand,2006,0.092732449,,,
New Zealand,2007,0.088184641,,,
New Zealand,2008,0.156458216,,,
New Zealand,2009,0.134417153,,,
New Zealand,2010,0.060718207,,,
New Zealand,2011,0.034647719,,,
New Zealand,2012,0.057422047,,,
New Zealand,2013,0.049537298,,,
New Zealand,2014,0.083657224,,,
New Zealand,2015,0.049634544,,,
New Zealand,2016,0.041517661,,,
New Zealand,2017,0.060010823,,,
New Zealand,2018,0.072510038,,,
Norway,1993,0.034861817,,,
Norway,1994,0.022923333,,,
Norway,1995,0.042635987,,,
Norway,1996,0.052387226,,,
Norway,1997,0.057095019,,,
Norway,1998,0.048944413,,,
Norway,1999,0.057769465,,,
Norway,2000,0.04627486,,,
Norway,2001,0.065374239,,,
Norway,2002,0.068113589,,,
Norway,2003,0.064524123,,,
Norway,2004,0.064621369,,,
Norway,2005,0.064472363,,,
Norway,2006,0.123360154,,,
Norway,2007,0.184032875,,,
Norway,2008,0.208498808,,,
Norway,2009,0.199710615,,,
Norway,2010,0.045140849,,,
Norway,2011,0.023482496,,,
Norway,2012,0.019496204,,,
Norway,2013,0.033957588,,,
Norway,2014,0.041731759,,,
Norway,2015,0.034137963,,,
Norway,2016,0.037580777,,,
Norway,2017,0.057999247,,,
Norway,2018,0.075571711,,,
Poland,2001,0.030514775,,,
Poland,2002,0.349273794,,,
Poland,2003,0.315250329,,,
Poland,2004,0.185733107,,,
Poland,2005,0.358207855,,,
Poland,2006,0.232184422,,,
Poland,2007,0.403962764,,,
Poland,2008,0.426827279,,,
Poland,2009,0.257773386,,,
Poland,2010,0.019300144,,,
Poland,2011,0.037925842,,,
Poland,2012,0.038286593,,,
Poland,2013,0.034647719,,,
Poland,2014,0.097691982,,,
Poland,2015,0.049109103,,,
Poland,2016,0.037925842,,,
Poland,2017,0.049916086,,,
Poland,2018,0.064537455,,,
Portugal,1994,0.081777401,,,
Portugal,1995,0.163270124,,,
Portugal,1996,0.084908871,,,
Portugal,1997,0.085104931,,,
Portugal,1998,0.063256792,,,
Portugal,1999,0.073462106,,,
Portugal,2000,0.156152362,,,
Portugal,2001,0.0581459,,,
Portugal,2002,0.053816896,,,
Portugal,2003,0.029659954,,,
Portugal,2004,0.033957588,,,
Portugal,2005,0.038469321,,,
Portugal,2006,0.035026507,,,
Portugal,2007,0.042254847,,,
Portugal,2008,0.033808583,,,
Portugal,2009,0.022742958,,,
Portugal,2010,0.019119769,,,
Portugal,2011,0,,,
Portugal,2012,0,,,
Portugal,2013,0.018790388,,,
Portugal,2014,0.022758642,,,
Portugal,2015,0.026366146,,,
Portugal,2016,0.018625698,,,
Portugal,2017,0.01989303,,,
Portugal,2018,0.027105684,,,
South Africa,2001,0.057523214,,,
South Africa,2002,0.059070519,,,
South Africa,2003,0.052617009,,,
South Africa,2004,0.056898959,,,
South Africa,2005,0.068636677,,,
South Africa,2006,0.02294137,,,
South Africa,2007,0.073346822,,,
South Africa,2008,0.041549031,,,
South Africa,2009,0.064770375,,,
South Africa,2010,0.011922799,,,
South Africa,2011,0.0151672,,,
South Africa,2012,0.031746032,,,
South Africa,2013,0.029808959,,,
South Africa,2014,0.075720716,,,
South Africa,2015,0.049469854,,,
South Africa,2016,0.048779723,,,
South Africa,2017,0.062346289,,,
South Africa,2018,0.065608727,,,
Spain,1991,0.167614028,,,
Spain,1992,0.023302121,,,
Spain,1993,0.0151672,,,
Spain,1994,0.029989334,,,
Spain,1995,0.034370099,,,
Spain,1996,0.018625698,,,
Spain,1997,0.033646245,,,
Spain,1998,0.04261795,,,
Spain,1999,0.026415553,,,
Spain,2000,0.031091976,,,
Spain,2001,0.023103708,,,
Spain,2002,0.049503576,,,
Spain,2003,0.041237687,,,
Spain,2004,0.033991311,,,
Spain,2005,0.030893563,,,
Spain,2006,0.050407805,,,
Spain,2007,0.046601888,,,
Spain,2008,0.030185394,,,
Spain,2009,0.022923333,,,
Spain,2010,0.026711211,,,
Spain,2011,0.011724387,,,
Spain,2012,0.019496204,,,
Spain,2013,0.018955079,,,
Spain,2014,0.038848108,,,
Spain,2015,0.0303344,,,
Spain,2016,0.034302654,,,
Spain,2017,0.023861284,,,
Spain,2018,0.026907271,,,
Sweden,1989,0.129602704,,,
Sweden,1990,0.202458592,,,
Sweden,1991,0.117025849,,,
Sweden,1992,0.118471987,,,
Sweden,1993,0.08397092,,,
Sweden,1994,0.038124255,,,
Sweden,1995,0.031635454,,,
Sweden,1996,0.072575914,,,
Sweden,1997,0.121488174,,,
Sweden,1998,0.091677646,,,
Sweden,1999,0.014822134,,,
Sweden,2000,0.038286593,,,
Sweden,2001,0.069739319,,,
Sweden,2002,0.087857613,,,
Sweden,2003,0.072081843,,,
Sweden,2004,0.083560763,,,
Sweden,2005,0.064111613,,,
Sweden,2006,0.096815986,,,
Sweden,2007,0.084579491,,,
Sweden,2008,0.08436304,,,
Sweden,2009,0.057045611,,,
Sweden,2010,0.033957588,,,
Sweden,2011,0.011379321,,,
Sweden,2012,0.019315829,,,
Sweden,2013,0.034156001,,,
Sweden,2014,0.037580777,,,
Sweden,2015,0.034320691,,,
Sweden,2016,0.03049909,,,
Sweden,2017,0.06091662,,,
Sweden,2018,0.057437731,,,
Switzerland,1985,0.585974653,,,
Switzerland,1986,0.751988832,,,
Switzerland,1987,0.662043572,,,
Switzerland,1988,0.649883932,,,
Switzerland,1989,0.714404919,,,
Switzerland,1990,0.500297227,,,
Switzerland,1991,0.357789071,,,
Switzerland,1992,0.203827091,,,
Switzerland,1993,0.206887195,,,
Switzerland,1994,0.212038867,,,
Switzerland,1995,0.410947989,,,
Switzerland,1996,0.179950907,,,
Switzerland,1997,0.053505552,,,
Switzerland,1998,0.060357457,,,
Switzerland,1999,0.041533346,,,
Switzerland,2000,0.059068166,,,
Switzerland,2001,0.057816519,,,
Switzerland,2002,0.052601324,,,
Switzerland,2003,0.06457353,,,
Switzerland,2004,0.148331137,,,
Switzerland,2005,0.135053171,,,
Switzerland,2006,0.072988425,,,
Switzerland,2007,0.134941809,,,
Switzerland,2008,0.09936555,,,
Switzerland,2009,0.068064182,,,
Switzerland,2010,0.030548497,,,
Switzerland,2011,0.015726363,,,
Switzerland,2012,0.031024531,,,
Switzerland,2013,0.022413577,,,
Switzerland,2014,0.060373141,,,
Switzerland,2015,0.033957588,,,
Switzerland,2016,0.037745467,,,
Switzerland,2017,0.019746377,,,
Switzerland,2018,0.015200922,,,
UK,1985,0.158294121,,,
UK,1986,0.034006995,,,
UK,1987,0.057622812,,,
UK,1988,0.026891587,,,
UK,1989,0.063617542,,,
UK,1990,0.037941527,,,
UK,1991,0.083330196,,,
UK,1992,0.054030993,,,
UK,1993,0.081120993,,,
UK,1994,0.053602798,,,
UK,1995,0.05039212,,,
UK,1996,0.059829663,,,
UK,1997,0.049320848,,,
UK,1998,0.027089999,,,
UK,1999,0.037580777,,,
UK,2000,0.030909248,,,
UK,2001,0.030185394,,,
UK,2002,0.064359433,,,
UK,2003,0.033447832,,,
UK,2004,0.056734268,,,
UK,2005,0.038322668,,,
UK,2006,0.046094485,,,
UK,2007,0.034187371,,,
UK,2008,0.03069515,,,
UK,2009,0.034467344,,,
UK,2010,0.026744934,,,
UK,2011,0.027071962,,,
UK,2012,0.027270375,,,
UK,2013,0.030350085,,,
UK,2014,0.014822134,,,
UK,2015,0.033957588,,,
UK,2016,0.041352971,,,
UK,2017,0.042685394,,,
UK,2018,0.037596462,,,
US,1985,0.061426376,,,
US,1986,0.102368405,,,
US,1987,0.079871698,,,
US,1988,0.061374616,,,
US,1989,0.07660926,,,
US,1990,0.05696405,,,
US,1991,0.069213878,,,
US,1992,0.095172219,,,
US,1993,0.057408714,,,
US,1994,0.081037863,,,
US,1995,0.074073028,,,
US,1996,0.08400229,,,
US,1997,0.073466027,,,
US,1998,0.068984096,,,
US,1999,0.053834933,,,
US,2000,0.070364358,,,
US,2001,0.054427819,,,
US,2002,0.049733358,,,
US,2003,0.038570487,,,
US,2004,0.061196593,,,
US,2005,0.050178022,,,
US,2006,0.054739162,,,
US,2007,0.037993287,,,
US,2008,0.034370099,,,
US,2009,0.042419537,,,
US,2010,0.045995671,,,
US,2011,0.011379321,,,
US,2012,0.011379321,,,
US,2013,0.022939018,,,
US,2014,0.041781166,,,
US,2015,0.057803187,,,
US,2016,0.038961039,,,
US,2017,0.019514242,,,
US,2018,0.014657444,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
